word,Length,Syllables,Compound,Number of Vowels,Frequency,Silent Letters,Regular Plural,Irregular Plural,Syll/Vowels,Length/Syll,Vow/Length,PhonicLength,PL-L,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15
seeds,5,1,0,2,3.93,0,1,0,0.5,5,0.4,3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shops,5,1,0,1,4.87,0,1,0,1,5,0.2,3,-2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
teams,5,1,0,2,5.2,0,1,0,0.5,5,0.4,3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bikes,5,1,0,2,4.61,0,1,0,0.5,5,0.4,4,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
shapes,6,1,0,2,4.49,0,1,0,0.5,6,0.333333333,4,-2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
cages,5,2,0,2,4.14,0,1,0,1,2.5,0.4,5,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
pages,5,2,0,2,4.5,0,1,0,1,2.5,0.4,5,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
roses,5,2,0,2,4.62,0,1,0,1,2.5,0.4,4,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
benches,7,2,0,2,3.92,0,0,1,1,3.5,0.285714286,4,-3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
beaches,7,2,0,3,4.71,0,0,1,0.666666667,3.5,0.428571429,3,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peaches,7,2,0,3,3.71,0,0,1,0.666666667,3.5,0.428571429,3,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gases,5,2,0,2,3.37,0,0,1,1,2.5,0.4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
buses,5,2,0,2,3.69,0,0,1,1,2.5,0.4,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
bushes,6,2,0,2,4.39,0,0,1,1,3,0.333333333,3,-3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
brushes,7,2,0,2,4.11,0,0,1,1,3.5,0.285714286,4,-3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
dresses,7,2,0,2,3.88,0,0,1,1,3.5,0.285714286,4,-3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
foxes,5,2,0,2,3.12,0,0,1,1,2.5,0.4,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
sixes,5,2,0,2,5.24,0,0,1,1,2.5,0.4,4,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
chick,5,1,0,1,4.47,0,0,0,1,5,0.2,4,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
bake,4,1,0,2,3.74,0,0,0,0.5,4,0.5,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
brake,5,1,0,2,3.91,0,0,0,0.5,5,0.4,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
church,6,1,0,1,4.88,0,0,0,1,6,0.166666667,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
saturn,6,2,0,2,3.43,0,0,0,1,3,0.333333333,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
nurse,5,1,0,2,4.52,0,0,0,0.5,5,0.4,4,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
purse,5,1,0,2,4.17,0,0,0,0.5,5,0.4,4,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Thursday,8,2,0,3,4.32,0,0,0,0.666666667,4,0.375,6,-2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Saturday,8,3,0,4,4.59,0,0,0,0.75,2.666666667,0.5,7,-1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
bedroom,7,2,0,3,4.49,0,0,0,0.666666667,3.5,0.428571429,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
blackbird,9,2,0,2,2.96,0,0,0,1,4.5,0.222222222,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
bonfire,7,2,0,3,3.32,0,0,0,0.666666667,3.5,0.428571429,9,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
cloakroom,9,2,1,4,2.7,0,0,0,0.5,4.5,0.444444444,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cupboard,8,2,1,3,3.62,0,0,0,0.666666667,4,0.375,6,-2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
football,8,2,1,3,4.6,0,0,0,0.666666667,4,0.375,7,-1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
goalkeeper,10,3,1,5,3.19,0,0,0,0.6,3.333333333,0.5,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
grandfather,11,3,1,3,4.53,0,0,0,1,3.666666667,0.272727273,10,-1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
joystick,8,2,1,3,2.63,0,0,0,0.666666667,4,0.375,8,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
paintbrush,10,2,1,3,2.49,0,0,0,0.666666667,5,0.3,10,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
playground,10,2,1,4,3.68,0,0,0,0.5,5,0.4,11,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
popcorn,7,2,1,2,3.68,0,0,0,1,3.5,0.285714286,8,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
sandwich,8,2,1,2,4.23,0,0,0,1,4,0.25,7,-1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tablecloth,10,3,1,3,2.94,0,0,0,1,3.333333333,0.3,11,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0
weekend,7,2,1,3,4.68,0,0,0,0.666666667,3.5,0.428571429,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
bubbles,7,2,0,2,3.92,0,0,0,1,3.5,0.285714286,5,-2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
churches,8,2,0,2,4.88,0,0,1,1,4,0.25,6,-2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
farmers,7,2,0,2,4.14,0,0,0,1,3.5,0.285714286,6,-1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
flowers,7,2,0,2,4.49,0,1,0,1,3.5,0.285714286,6,-1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
horses,6,2,0,2,4.43,0,1,0,1,3,0.333333333,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
houses,6,2,0,3,4.39,0,1,0,0.666666667,3,0.5,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
markets,7,2,0,2,4.7,0,1,0,1,3.5,0.285714286,6,-1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
puppets,7,2,0,2,3.87,0,1,0,1,3.5,0.285714286,5,-2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
shirts,6,1,0,1,4.7,0,1,0,1,6,0.166666667,4,-2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
match,5,1,0,1,4.78,0,0,0,1,5,0.2,3,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sketch,6,1,0,1,3.69,0,0,0,1,6,0.166666667,4,-2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
switch,6,1,0,1,4.44,0,0,0,1,6,0.166666667,4,-2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
kitchen,7,2,0,2,4.76,0,0,0,1,3.5,0.285714286,5,-2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
whale,5,1,0,2,4.02,1,0,0,0.5,5,0.4,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
wheat,5,1,0,2,3.68,1,0,0,0.5,5,0.4,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
whisker,7,2,0,2,2.5,1,0,0,1,3.5,0.285714286,7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
white,5,1,0,2,5.19,1,0,0,0.5,5,0.4,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
wallet,6,2,0,2,4.28,0,0,0,1,3,0.333333333,5,-1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
wand,4,1,0,1,3.31,0,0,0,1,4,0.25,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
wasp,4,1,0,1,3.25,0,0,0,1,4,0.25,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
watch,5,1,0,1,5.49,0,0,0,1,5,0.2,3,-2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
swamp,5,1,0,1,3.89,0,0,0,1,5,0.2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
swan,4,1,0,1,3.7,0,0,0,1,4,0.25,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
knee,4,1,0,2,4.15,1,0,0,0.5,4,0.5,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
knight,6,1,0,1,4.08,1,0,0,1,6,0.166666667,4,-2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
knives,6,1,0,2,3.85,1,0,1,0.5,6,0.333333333,5,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
knife,5,1,0,2,4.71,1,0,0,0.5,5,0.4,4,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
bomb,4,1,0,1,4.69,1,0,0,1,4,0.25,3,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
lamb,4,1,0,1,3.99,1,0,0,1,4,0.25,3,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thumb,5,1,0,1,4.01,1,0,0,1,5,0.2,3,-2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
castle,6,2,0,2,4.36,1,0,0,1,3,0.333333333,5,-1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
rhyme,5,1,0,2,3.53,1,0,0,0.5,5,0.4,4,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
wrist,5,1,0,1,3.9,0,0,0,1,5,0.2,4,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
wrong,5,1,0,1,5.73,0,0,0,1,5,0.2,3,-2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
gnomes,6,1,0,2,2.87,1,0,0,0.5,6,0.333333333,4,-2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
calf,4,1,0,1,3.62,1,0,0,1,4,0.25,3,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
half,4,1,0,1,5.32,1,0,0,1,4,0.25,3,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
salmon,6,2,0,2,3.89,1,0,0,1,3,0.333333333,5,-1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
yolk,4,1,0,2,2.83,1,0,0,0.5,4,0.5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
question,8,2,0,4,5.25,0,0,0,0.5,4,0.5,7,-1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
cinema,6,3,0,3,4.23,0,0,0,1,2,0.5,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
circle,6,2,0,2,4.33,0,0,0,1,3,0.333333333,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
circuit,7,2,0,3,3.82,0,0,0,0.666666667,3.5,0.428571429,6,-1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
city,4,2,0,2,5.27,0,0,0,1,2,0.5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
cell,4,1,0,1,4.88,0,0,0,1,4,0.25,3,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
cent,4,1,0,1,3.96,0,0,0,1,4,0.25,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
centipede,9,3,0,4,2.67,0,0,0,0.75,3,0.444444444,9,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
century,7,3,0,3,4.53,0,0,0,1,2.333333333,0.428571429,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
palace,6,2,0,3,4.39,0,0,0,0.666666667,3,0.5,5,-1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
space,5,1,0,2,4.85,0,0,0,0.5,5,0.4,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
dice,4,1,0,2,3.76,0,0,1,0.5,4,0.5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ice,3,1,0,2,4.94,0,0,0,0.5,3,0.666666667,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
price,5,1,0,2,4.78,0,0,0,0.5,5,0.4,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
rice,4,1,0,2,4.5,0,0,0,0.5,4,0.5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
dance,5,1,0,2,5.18,0,0,0,0.5,5,0.4,4,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
giant,5,2,0,2,4.41,0,0,0,1,2.5,0.4,7,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
giraffe,7,2,0,3,3.34,0,0,0,0.666666667,3.5,0.428571429,7,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
gym,3,1,0,1,4.26,0,0,0,1,3,0.333333333,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
engineer,8,4,0,4,4.09,0,0,0,1,2,0.5,9,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
poison,6,2,0,3,4.38,0,0,0,0.666666667,3,0.5,6,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
cycle,5,2,0,2,4,0,0,0,1,2.5,0.4,6,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
cymbals,7,2,0,2,2.2,0,1,0,1,3.5,0.285714286,6,-1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
pencil,6,2,0,2,3.9,0,0,0,1,3,0.333333333,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
sauce,5,1,0,3,4.23,0,0,0,0.333333333,5,0.6,3,-2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
autumn,6,2,0,3,3.97,0,0,0,0.666666667,3,0.5,4,-2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
laundry,7,2,0,3,4.17,0,0,0,0.666666667,3.5,0.428571429,6,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
author,6,2,0,3,3.98,0,0,0,0.666666667,3,0.5,4,-2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
seasons,7,2,0,3,4.49,0,1,0,0.666666667,3.5,0.428571429,5,-2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
bread,5,1,0,2,4.58,0,0,0,0.5,5,0.4,4,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
head,4,1,0,2,5.56,0,0,0,0.5,4,0.5,3,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
weapons,7,2,0,3,4.68,0,1,0,0.666666667,3.5,0.428571429,5,-2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
feather,7,2,0,3,3.8,0,0,0,0.666666667,3.5,0.428571429,5,-2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
weather,7,2,0,3,4.58,0,0,0,0.666666667,3.5,0.428571429,5,-2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
earth,5,1,0,2,5.15,0,0,0,0.5,5,0.4,3,-2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
earthquake,10,2,0,5,3.88,0,0,0,0.4,5,0.5,9,-1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
earthworm,9,2,0,3,2.72,0,0,0,0.666666667,4.5,0.333333333,8,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
pearl,5,1,0,2,4.07,0,0,0,0.5,5,0.4,4,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
britain,7,2,0,3,3.94,0,0,0,0.666666667,3.5,0.428571429,6,-1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
curtain,7,2,0,3,3.84,0,0,0,0.666666667,3.5,0.428571429,6,-1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
fountain,8,2,0,4,3.75,0,0,0,0.5,4,0.5,7,-1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
mountain,8,2,0,4,4.65,0,0,0,0.5,4,0.5,7,-1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
cliffs,6,1,0,1,4.11,0,1,0,1,6,0.166666667,4,-2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
calves,6,1,0,2,3.22,1,0,1,0.5,6,0.333333333,4,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
elves,5,1,0,2,3.62,0,0,1,0.5,5,0.4,4,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
elf,3,1,0,1,3.62,0,0,0,1,3,0.333333333,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
loaves,6,1,0,3,2.94,0,0,1,0.333333333,6,0.5,5,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
scalf,5,1,0,1,2.93,1,0,0,1,5,0.2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scarves,7,1,0,2,2.93,0,0,1,0.5,7,0.285714286,6,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
igloo,5,2,0,3,2.67,0,0,0,0.666666667,2.5,0.6,4,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
kangaroos,9,3,0,4,3.48,0,1,0,0.75,3,0.444444444,8,-1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
tattoos,7,2,0,3,4.14,0,1,0,0.666666667,3.5,0.428571429,5,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zoos,4,1,0,2,4.05,0,1,0,0.5,4,0.5,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
buffaloes,9,3,0,4,2,0,0,1,0.75,3,0.444444444,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dominoes,8,3,0,4,2.92,0,0,1,0.75,2.666666667,0.5,9,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
birthdays,9,2,0,3,5.07,0,1,0,0.666666667,4.5,0.333333333,8,-1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
boys,4,1,0,2,5.64,0,1,0,0.5,4,0.5,3,-1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
cowboys,7,2,0,3,4.09,0,1,0,0.666666667,3.5,0.428571429,7,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
donkeys,7,2,0,3,4.11,0,1,0,0.666666667,3.5,0.428571429,5,-2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
monkeys,7,2,0,3,4.51,0,1,0,0.666666667,3.5,0.428571429,5,-2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
quays,5,1,0,3,2.67,0,1,0,0.333333333,5,0.6,2,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
toys,4,1,0,2,4.24,0,1,0,0.5,4,0.5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
armies,6,2,0,3,4.93,0,0,1,0.666666667,3,0.5,4,-2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
babies,6,2,0,3,5.62,0,0,1,0.666666667,3,0.5,5,-1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
centuries,9,3,0,4,4.53,0,0,1,0.75,3,0.444444444,7,-2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
diaries,7,2,0,4,4.12,0,0,1,0.5,3.5,0.571428571,6,-1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
keys,4,1,0,2,4.92,0,1,0,0.5,4,0.5,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mangoes,7,2,0,3,3.48,0,0,1,0.666666667,3.5,0.428571429,5,-2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
potatoes,8,3,0,4,4.13,0,0,1,0.75,2.666666667,0.5,9,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
tomatoes,8,3,0,4,3.86,0,0,1,0.75,2.666666667,0.5,9,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
volcanoes,9,3,0,4,3.74,0,0,1,0.75,3,0.444444444,10,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0
wolves,6,1,0,2,4.01,0,0,1,0.5,6,0.333333333,5,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
turkeys,7,2,0,3,4.18,0,0,1,0.666666667,3.5,0.428571429,5,-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
trolleys,8,2,0,3,3.26,0,0,1,0.666666667,4,0.375,5,-3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
libraries,9,3,0,4,2.88,0,0,1,0.75,3,0.444444444,10,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
lorries,7,2,0,3,3.3,0,0,1,0.666666667,3.5,0.428571429,4,-3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
photocopies,11,4,0,5,3.08,0,0,1,0.8,2.75,0.454545455,11,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
puppies,7,2,0,3,4.07,0,0,1,0.666666667,3.5,0.428571429,4,-3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ponies,6,2,0,3,3.72,0,0,1,0.666666667,3,0.5,5,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cowboy,6,2,1,3,4.09,0,0,0,0.666666667,3,0.5,7,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
buffalo,7,3,0,3,3.9,0,0,0,1,2.333333333,0.428571429,8,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
domino,6,3,0,3,3.55,0,0,0,1,2,0.5,8,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
baby,4,2,0,2,5.62,0,0,0,1,2,0.5,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
army,4,2,0,2,4.93,0,0,0,1,2,0.5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
mango,5,2,0,2,3.48,0,0,0,1,2.5,0.4,5,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
potato,6,3,0,3,4.13,0,0,0,1,2,0.5,9,3,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
wolf,4,1,0,1,4.38,0,0,0,1,4,0.25,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
turkey,6,2,0,3,4.18,0,0,0,0.666666667,3,0.5,5,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
library,7,3,0,3,4.25,0,0,0,1,2.333333333,0.428571429,9,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
lorry,5,2,0,2,3.3,0,0,0,1,2.5,0.4,4,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
pony,4,2,0,2,3.72,0,0,0,1,2,0.5,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
pigeons,7,2,0,3,3.76,0,1,0,0.666666667,3.5,0.428571429,6,-1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
pigeon,6,2,0,3,3.76,0,0,0,0.666666667,3,0.5,6,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
one,3,1,0,2,6.5,0,0,0,0.5,3,0.666666667,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
two,3,1,0,1,6.02,0,0,0,1,3,0.333333333,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
four,4,1,0,2,5.37,0,0,0,0.5,4,0.5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
five,4,1,0,2,5.42,0,0,0,0.5,4,0.5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
seven,5,2,0,2,5.01,0,0,0,1,2.5,0.4,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
eight,5,1,0,2,4.95,0,0,0,0.5,5,0.4,3,-2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
nine,4,1,0,2,4.81,0,0,0,0.5,4,0.5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ten,3,1,0,1,5.15,0,0,0,1,3,0.333333333,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
broccoli,8,3,0,3,3.34,0,0,0,1,2.666666667,0.375,7,-1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
cannon,6,2,0,2,3.85,0,0,0,1,3,0.333333333,5,-1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
clock,5,1,0,1,4.82,0,0,0,1,5,0.2,4,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
crayon,6,2,0,3,2.52,0,0,0,0.666666667,3,0.5,6,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
desk,4,1,0,1,4.45,0,0,0,1,4,0.25,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
donkey,6,2,0,3,4.11,0,0,0,0.666666667,3,0.5,5,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
fireman,7,2,0,3,3.6,0,0,0,0.666666667,3.5,0.428571429,8,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
guitar,6,2,0,3,4.4,1,0,0,0.666666667,3,0.5,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
heart,5,1,0,2,5.49,0,0,0,0.5,5,0.4,4,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
island,6,2,0,2,4.81,1,0,0,1,3,0.333333333,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
jumper,6,2,0,2,3.62,0,0,0,1,3,0.333333333,7,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
notebook,8,2,1,4,3.8,0,0,0,0.5,4,0.5,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
police,6,2,0,3,5.49,0,0,0,0.666666667,3,0.5,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
squirrel,8,2,0,3,3.74,0,0,0,0.666666667,4,0.375,7,-1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
tiger,5,2,0,2,4.36,0,0,0,1,2.5,0.4,6,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
tray,4,1,0,2,3.56,0,0,0,0.5,4,0.5,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
vase,4,1,0,2,3.7,0,0,0,0.5,4,0.5,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
wheel,5,1,0,2,4.34,1,0,0,0.5,5,0.4,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
banana,6,3,0,3,3.98,0,0,0,1,2,0.5,7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
bear,4,1,0,2,4.83,0,0,0,0.5,4,0.5,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
boot,4,1,0,2,3.99,0,0,0,0.5,4,0.5,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bowl,4,1,0,1,4.26,0,0,0,1,4,0.25,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cheese,6,1,0,3,4.51,0,0,0,0.333333333,6,0.5,4,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
